,気温(℃),降水量(mm),現地気圧(hPa),相対湿度(％)
1858,16.6,0.0,1017.6,45.0
1859,19.0,0.0,1016.6,34.0
1860,19.9,0.0,1015.9,33.0
1861,19.3,0.0,1014.7,39.0
1862,18.6,0.0,1014.2,43.0
1863,18.3,0.0,1014.0,47.0
1864,17.8,0.0,1013.3,52.0
1865,17.7,0.0,1013.5,52.0
1866,17.2,0.0,1013.9,55.0
1867,16.8,0.0,1013.6,59.0
1868,16.5,0.0,1013.3,61.0
1869,16.2,0.0,1013.3,65.0
1870,16.5,0.0,1012.8,69.0
1871,14.7,0.5,1012.7,93.0
1872,14.6,1.5,1011.4,95.0
1873,14.6,0.5,1010.4,95.0
1874,14.6,0.5,1009.9,90.0
1875,14.6,0.0,1009.0,87.0
1876,14.1,0.0,1008.3,85.0
1877,14.4,0.0,1007.8,82.0
1878,14.7,0.0,1007.4,82.0
1879,14.9,0.0,1006.7,82.0
1880,15.2,0.0,1006.5,78.0
1881,14.7,0.5,1006.3,95.0
1882,14.5,1.0,1005.4,98.0
1883,14.6,2.0,1004.3,99.0
1884,14.9,3.0,1002.8,100.0
1885,14.1,0.0,1000.9,100.0
1886,14.1,0.0,1000.1,99.0
1887,14.8,0.0,999.6,96.0
1888,16.4,0.0,999.5,86.0
1889,16.4,0.0,999.7,86.0
1890,15.3,0.0,1000.5,94.0
1891,14.4,0.0,1001.1,99.0
1892,15.1,0.0,1001.6,90.0
1893,15.4,0.0,1002.0,90.0
1894,15.3,0.0,1002.4,58.0
1895,15.5,0.0,1002.8,49.0
1896,15.0,0.0,1002.6,41.0
1897,14.7,0.0,1003.5,41.0
1898,14.1,0.0,1003.5,46.0
1899,13.4,0.0,1003.7,47.0
1900,13.4,0.0,1004.8,43.0
1901,12.7,0.0,1005.8,42.0
1902,12.0,0.0,1006.8,41.0
1903,11.7,0.0,1007.7,42.0
1904,12.1,0.0,1008.3,42.0
1905,12.4,0.0,1008.8,44.0
1906,14.3,0.0,1008.4,35.0
1907,16.4,0.0,1007.9,32.0
1908,17.9,0.0,1007.5,29.0
1909,17.6,0.0,1007.3,27.0
1910,16.8,0.0,1007.1,25.0
1911,16.4,0.0,1007.6,28.0
1912,15.3,0.0,1008.0,44.0
1913,14.3,0.0,1008.9,50.0
1914,12.8,0.0,1009.8,59.0
1915,12.1,0.0,1010.7,59.0
1916,11.2,0.0,1011.6,60.0
1917,10.9,0.0,1012.4,61.0
1918,11.1,0.0,1012.5,55.0
1919,10.7,0.0,1013.0,56.0
1920,8.4,0.5,1013.4,79.0
1921,9.0,0.0,1013.4,53.0
1922,9.5,0.0,1013.5,45.0
1923,9.2,0.0,1013.3,44.0
1924,9.0,0.0,1013.2,43.0
1925,8.3,0.0,1013.7,66.0
1926,7.9,0.0,1014.1,65.0
1927,8.1,0.0,1014.8,60.0
1928,8.3,0.0,1015.2,58.0
1929,9.8,0.0,1015.5,59.0
1930,10.1,0.0,1015.3,48.0
1931,10.9,0.0,1014.7,48.0
1932,10.1,0.0,1014.2,43.0
1933,11.8,0.0,1013.7,49.0
1934,12.2,0.0,1013.2,46.0
1935,12.0,0.0,1013.0,47.0
1936,11.9,0.0,1013.1,49.0
1937,10.9,0.0,1013.6,50.0
1938,10.1,0.0,1014.2,53.0
1939,9.8,0.0,1015.2,57.0
1940,9.1,0.0,1016.0,56.0
1941,7.9,0.0,1016.7,57.0
1942,7.6,0.0,1016.9,57.0
1943,7.2,0.0,1017.1,60.0
1944,7.6,0.0,1017.1,60.0
1945,7.1,0.0,1017.1,62.0
1946,6.6,0.0,1016.6,42.0
1947,6.2,0.0,1016.3,41.0
1948,5.5,0.0,1016.2,40.0
1949,6.2,0.0,1016.3,40.0
1950,6.2,0.0,1016.6,44.0
1951,7.4,0.0,1016.5,35.0
1952,8.2,0.0,1016.5,31.0
1953,11.1,0.0,1016.3,30.0
1954,11.1,0.0,1015.7,31.0
1955,12.0,0.0,1014.7,37.0
1956,13.4,0.0,1013.5,41.0
1957,14.8,0.0,1011.7,45.0
1958,15.9,0.0,1010.4,45.0
1959,15.8,0.0,1009.3,49.0
1960,16.0,0.0,1008.7,44.0
1961,14.8,0.0,1008.5,47.0
1962,13.8,0.0,1008.6,57.0
1963,13.7,0.0,1008.9,53.0
1964,12.5,0.0,1009.1,58.0
1965,12.0,0.0,1008.8,57.0
1966,12.4,0.0,1008.8,50.0
1967,11.0,0.0,1008.6,55.0
1968,9.4,0.0,1008.5,67.0
1969,9.6,0.0,1008.8,72.0
1970,9.4,0.0,1008.6,76.0
1971,8.8,0.0,1008.7,72.0
1972,9.3,0.0,1008.7,62.0
1973,8.4,0.0,1009.5,63.0
1974,8.3,0.0,1009.8,60.0
1975,9.9,0.0,1010.7,53.0
1976,10.9,0.0,1011.1,54.0
1977,11.8,0.0,1011.3,46.0
1978,13.3,0.0,1011.4,43.0
1979,15.2,0.0,1010.7,43.0
1980,15.7,0.0,1010.2,35.0
1981,16.3,0.0,1009.6,33.0
1982,17.1,0.0,1008.6,33.0
1983,15.8,0.0,1008.6,51.0
1984,14.9,0.0,1009.0,56.0
1985,13.5,0.0,1009.3,59.0
1986,12.2,0.0,1010.1,60.0
1987,10.8,0.0,1011.4,61.0
1988,10.1,0.0,1012.4,58.0
1989,10.0,0.0,1013.0,59.0
1990,9.0,0.0,1013.1,69.0
1991,8.3,0.0,1013.6,67.0
1992,7.5,0.0,1013.5,68.0
1993,6.6,0.0,1013.5,69.0
1994,6.3,0.0,1013.3,72.0
1995,5.9,0.0,1013.0,68.0
1996,5.9,0.0,1012.7,69.0
1997,5.9,0.0,1012.7,69.0
1998,5.6,0.0,1012.7,69.0
1999,5.3,0.0,1013.1,74.0
2000,4.6,0.0,1013.3,84.0
2001,4.4,0.0,1013.7,85.0
2002,4.8,0.0,1013.8,89.0
2003,4.8,0.5,1013.6,87.0
2004,5.2,0.0,1012.8,80.0
2005,6.7,0.0,1012.1,75.0
2006,7.0,0.0,1011.3,64.0
2007,8.3,0.0,1011.2,61.0
2008,9.0,0.0,1011.1,58.0
2009,8.7,0.0,1011.1,56.0
2010,7.9,0.0,1012.1,61.0
2011,7.4,0.0,1012.8,65.0
2012,6.8,0.0,1013.8,67.0
2013,7.1,0.0,1014.4,65.0
2014,6.5,0.0,1014.1,63.0
2015,5.4,0.0,1014.1,67.0
2016,4.8,0.0,1014.1,67.0
2017,4.4,0.0,1014.5,69.0
2018,5.1,0.0,1013.9,62.0
2019,4.4,0.0,1013.6,55.0
2020,4.3,0.0,1014.1,54.0
2021,2.8,0.0,1014.4,65.0
2022,4.0,0.0,1014.5,55.0
2023,5.0,0.0,1014.9,51.0
2024,6.1,0.0,1015.1,47.0
2025,8.4,0.0,1015.8,44.0
2026,9.8,0.0,1015.7,36.0
2027,10.6,0.0,1014.7,28.0
2028,11.7,0.0,1014.6,27.0
2029,12.2,0.0,1014.0,24.0
2030,12.2,0.0,1013.8,23.0
2031,11.5,0.0,1013.8,25.0
2032,11.0,0.0,1013.9,27.0
2033,10.6,0.0,1014.5,27.0
2034,10.1,0.0,1015.1,27.0
2035,9.8,0.0,1015.9,25.0
2036,9.1,0.0,1016.7,27.0
2037,8.3,0.0,1017.2,30.0
2038,7.7,0.0,1017.4,38.0
2039,7.5,0.0,1017.6,44.0
2040,7.7,0.0,1017.6,44.0
2041,7.0,0.0,1017.7,46.0
2042,6.7,0.0,1017.4,48.0
2043,5.8,0.0,1017.2,47.0
2044,6.0,0.0,1017.4,44.0
2045,5.4,0.0,1017.6,45.0
2046,5.6,0.0,1018.0,44.0
2047,6.0,0.0,1018.3,44.0
2048,5.6,0.0,1018.7,41.0
2049,6.5,0.0,1019.1,38.0
2050,8.1,0.0,1018.8,32.0
2051,10.2,0.0,1018.1,34.0
2052,10.4,0.0,1017.2,30.0
2053,11.3,0.0,1016.6,35.0
2054,11.0,0.0,1016.1,37.0
2055,10.5,0.0,1015.8,44.0
2056,10.1,0.0,1016.0,49.0
2057,9.7,0.0,1016.2,53.0
2058,8.7,0.0,1016.5,58.0
2059,8.1,0.0,1017.2,60.0
2060,8.2,0.0,1017.4,59.0
2061,8.0,0.0,1017.9,60.0
2062,7.2,0.0,1017.9,62.0
2063,7.9,0.0,1018.2,62.0
2064,7.8,0.0,1017.9,65.0
2065,7.5,0.0,1018.0,69.0
2066,7.0,0.0,1017.5,70.0
2067,6.8,0.0,1016.9,70.0
2068,7.0,0.0,1016.8,66.0
2069,6.2,0.0,1017.2,69.0
2070,7.0,0.0,1017.5,66.0
2071,8.2,0.0,1017.9,60.0
2072,9.3,0.0,1017.4,56.0
2073,10.0,0.0,1017.7,56.0
2074,10.7,0.0,1017.6,50.0
2075,13.4,0.0,1017.0,48.0
2076,12.3,0.0,1016.3,48.0
2077,12.7,0.0,1015.7,49.0
2078,14.5,0.0,1015.0,48.0
2079,14.7,0.0,1014.6,47.0
2080,14.7,0.0,1014.2,48.0
2081,13.4,0.0,1014.5,58.0
2082,11.7,0.0,1015.1,66.0
2083,11.2,0.0,1015.5,66.0
2084,10.9,0.0,1015.8,68.0
2085,10.6,0.0,1016.2,69.0
2086,10.3,0.0,1016.5,71.0
2087,9.2,0.0,1016.3,78.0
2088,9.7,0.0,1015.9,76.0
2089,9.3,0.0,1015.6,80.0
2090,9.3,0.0,1015.8,78.0
2091,9.1,0.0,1015.1,81.0
2092,9.5,0.0,1015.6,74.0
2093,9.7,0.0,1015.7,75.0
2094,9.6,0.0,1016.0,76.0
2095,9.2,0.0,1016.4,81.0
2096,9.6,0.0,1016.8,85.0
2097,10.5,0.0,1017.2,77.0
2098,11.9,0.0,1016.5,74.0
2099,12.0,0.0,1016.7,66.0
2100,12.8,0.0,1015.8,60.0
2101,14.4,0.0,1015.2,58.0
2102,15.8,0.0,1014.5,54.0
2103,14.6,0.0,1014.2,57.0
2104,14.0,0.0,1014.3,59.0
2105,13.9,0.0,1014.4,58.0
2106,12.1,0.0,1014.9,70.0
2107,11.9,0.0,1015.7,71.0
2108,11.2,0.0,1016.8,77.0
2109,11.8,0.0,1017.4,79.0
2110,10.7,0.0,1018.0,74.0
2111,9.5,0.0,1018.2,80.0
2112,9.1,0.0,1018.3,80.0
2113,8.6,0.0,1018.2,82.0
2114,8.0,0.0,1018.1,81.0
2115,8.0,0.0,1018.4,81.0
2116,8.7,0.0,1018.7,77.0
2117,8.2,0.0,1019.3,80.0
2118,8.3,0.0,1020.2,79.0
2119,9.9,0.0,1021.0,73.0
2120,11.8,0.0,1021.6,61.0
2121,13.4,0.0,1021.5,47.0
2122,13.8,0.0,1021.5,39.0
2123,16.3,0.0,1021.0,38.0
2124,16.7,0.0,1020.6,28.0
2125,18.1,0.0,1020.1,33.0
2126,17.4,0.0,1019.5,33.0
2127,17.4,0.0,1019.3,36.0
2128,16.3,0.0,1019.2,36.0
2129,15.0,0.0,1019.5,48.0
2130,14.2,0.0,1020.1,57.0
2131,14.0,0.0,1019.9,57.0
2132,13.7,0.0,1020.0,59.0
2133,13.2,0.0,1020.2,67.0
2134,13.5,0.0,1019.8,67.0
2135,13.8,0.0,1019.2,55.0
2136,13.2,0.0,1018.8,56.0
2137,13.0,0.0,1018.7,50.0
2138,12.1,0.0,1018.0,58.0
2139,11.1,0.0,1017.5,65.0
2140,11.1,0.0,1017.6,68.0
2141,10.5,0.0,1018.3,70.0
2142,9.5,0.0,1018.7,75.0
2143,11.2,0.0,1018.7,69.0
2144,12.4,0.0,1018.3,59.0
2145,13.7,0.0,1018.0,52.0
2146,16.7,0.0,1017.0,46.0
2147,17.3,0.0,1015.9,42.0
2148,17.1,0.0,1014.9,48.0
2149,17.5,0.0,1013.9,46.0
2150,19.4,0.0,1012.5,27.0
2151,19.1,0.0,1012.0,30.0
2152,19.1,0.0,1011.3,29.0
2153,18.4,0.0,1010.9,31.0
2154,17.2,0.0,1010.8,35.0
2155,16.6,0.0,1010.5,39.0
2156,15.7,0.0,1010.9,44.0
2157,15.5,0.0,1011.4,46.0
2158,14.4,0.0,1011.9,52.0
2159,14.1,0.0,1012.4,53.0
2160,14.4,0.0,1013.2,49.0
2161,13.7,0.0,1013.7,42.0
2162,12.9,0.0,1014.3,32.0
2163,12.0,0.0,1014.5,38.0
2164,11.2,0.0,1014.9,57.0
2165,9.4,0.0,1015.4,71.0
2166,9.3,0.0,1016.1,80.0
2167,12.3,0.0,1016.8,56.0
2168,14.2,0.0,1016.9,43.0
2169,15.4,0.0,1017.2,35.0
2170,17.0,0.0,1016.8,37.0
2171,17.6,0.0,1016.2,31.0
2172,17.9,0.0,1015.8,30.0
2173,18.0,0.0,1015.3,27.0
2174,18.6,0.0,1014.6,28.0
2175,18.5,0.0,1014.4,30.0
2176,17.7,0.0,1014.1,34.0
2177,16.9,0.0,1014.6,40.0
2178,16.0,0.0,1015.0,43.0
2179,15.6,0.0,1015.1,47.0
2180,15.2,0.0,1015.5,52.0
2181,14.9,0.0,1015.3,56.0
2182,14.7,0.0,1015.4,58.0
2183,14.9,0.0,1015.3,64.0
2184,14.5,0.0,1015.2,68.0
1,13.3,0.0,1014.8,76.0
2,13.8,0.0,1014.6,72.0
3,13.0,0.0,1014.7,63.0
4,12.2,0.0,1014.9,67.0
5,11.2,0.0,1015.4,69.0
6,10.8,0.0,1016.4,67.0
7,12.1,0.0,1017.0,56.0
8,13.8,0.0,1017.2,50.0
9,15.3,0.0,1017.7,45.0
10,16.7,0.0,1017.4,44.0
11,16.9,0.0,1017.5,43.0
12,17.2,0.0,1017.2,47.0
13,17.0,0.0,1017.0,48.0
14,15.7,0.0,1016.9,49.0
15,14.3,0.0,1017.5,58.0
16,13.0,0.0,1017.9,61.0
17,12.2,0.0,1018.5,65.0
18,11.4,0.0,1019.0,67.0
19,11.1,0.0,1020.0,68.0
20,10.9,0.0,1020.9,63.0
21,9.5,0.0,1021.3,81.0
22,8.5,1.5,1021.5,83.0
23,8.2,1.0,1021.6,82.0
24,8.4,0.0,1021.8,80.0
25,8.2,1.0,1021.9,81.0
26,8.1,0.0,1022.1,78.0
27,8.4,0.5,1021.8,76.0
28,8.8,0.0,1022.3,72.0
29,8.8,0.0,1022.6,69.0
30,8.9,0.0,1023.1,67.0
31,9.2,0.0,1023.7,61.0
32,9.7,0.0,1024.0,61.0
33,9.8,0.0,1024.5,62.0
34,10.1,0.0,1024.2,62.0
35,10.4,0.0,1024.0,61.0
36,10.8,0.0,1024.0,62.0
37,11.5,0.0,1023.6,57.0
38,12.1,0.0,1023.1,59.0
39,12.7,0.0,1023.0,57.0
40,12.7,0.0,1023.2,58.0
41,12.6,0.0,1023.2,63.0
42,12.2,0.0,1023.5,66.0
43,11.9,0.0,1023.8,67.0
44,11.5,0.0,1024.3,66.0
45,11.3,0.0,1024.5,70.0
46,11.1,0.0,1024.6,74.0
47,10.9,0.0,1024.5,77.0
48,10.0,0.0,1024.5,95.0
49,10.0,0.5,1024.0,97.0
50,10.0,0.5,1023.7,98.0
51,9.8,0.5,1023.4,99.0
52,9.9,0.0,1023.3,98.0
53,9.7,0.0,1023.1,98.0
54,9.8,0.5,1023.5,98.0
55,9.7,0.5,1023.6,98.0
56,10.2,0.5,1023.8,99.0
57,10.6,0.5,1023.2,99.0
58,11.3,0.0,1022.6,99.0
59,12.0,0.5,1021.7,98.0
60,12.8,0.0,1021.0,98.0
61,13.5,0.0,1020.1,95.0
62,14.8,0.0,1019.1,88.0
63,15.9,0.0,1018.9,87.0
64,16.6,0.0,1018.0,81.0
65,16.5,0.0,1017.5,76.0
66,16.2,0.0,1017.1,78.0
67,16.1,0.0,1016.9,79.0
68,16.1,0.0,1017.5,78.0
69,16.2,0.0,1016.9,74.0
70,15.8,0.0,1016.2,75.0
71,16.0,0.0,1015.4,77.0
72,16.0,0.0,1014.3,81.0
73,15.8,0.0,1013.2,81.0
74,14.8,0.0,1012.0,96.0
75,14.4,0.5,1010.4,100.0
76,14.9,0.5,1009.2,100.0
77,15.4,1.5,1008.1,100.0
78,15.7,0.5,1006.8,100.0
79,16.0,2.5,1006.0,100.0
80,17.3,0.5,1005.0,100.0
81,18.4,0.0,1004.1,97.0
82,18.5,1.0,1002.8,96.0
83,16.2,1.0,1002.3,98.0
84,17.2,0.0,1001.1,88.0
85,20.6,0.0,1000.1,77.0
86,21.2,0.0,999.5,66.0
87,21.1,0.0,1000.0,63.0
88,20.5,0.0,999.8,67.0
89,18.8,0.0,1000.3,78.0
90,13.0,0.0,1002.7,78.0
91,11.3,0.0,1003.5,79.0
92,10.9,0.0,1005.0,79.0
93,10.9,0.0,1006.1,78.0
94,10.5,0.0,1006.6,83.0
95,10.0,0.0,1007.0,88.0
96,9.8,0.0,1007.6,95.0
97,9.9,0.5,1007.5,94.0
98,9.8,0.0,1008.2,94.0
99,9.7,0.5,1008.9,96.0
100,9.6,0.0,1009.5,98.0
101,9.7,0.0,1010.6,97.0
102,9.6,0.0,1011.3,97.0
103,9.6,0.5,1012.5,96.0
104,9.6,0.0,1013.0,94.0
105,9.7,0.0,1013.3,88.0
106,10.5,0.0,1013.3,66.0
107,11.6,0.0,1013.2,65.0
108,11.7,0.0,1012.2,58.0
109,12.0,0.0,1011.5,59.0
110,12.3,0.0,1011.1,57.0
111,12.3,0.0,1010.6,51.0
112,12.1,0.0,1010.5,56.0
113,12.0,0.0,1010.6,61.0
114,11.6,0.0,1011.2,61.0
115,11.1,0.0,1011.2,68.0
116,11.1,0.0,1012.1,70.0
117,12.0,0.0,1012.8,58.0
118,10.9,0.0,1012.3,67.0
119,10.8,0.0,1012.3,65.0
120,10.1,0.0,1012.4,73.0
121,9.7,0.0,1012.3,79.0
122,8.6,0.0,1013.0,84.0
123,8.1,0.0,1012.7,88.0
124,7.9,0.0,1013.1,89.0
125,7.7,0.0,1013.9,96.0
126,8.4,0.0,1014.8,95.0
127,10.7,0.0,1015.7,83.0
128,13.2,0.0,1016.4,63.0
129,15.9,0.0,1017.1,45.0
130,17.1,0.0,1016.9,36.0
131,18.9,0.0,1016.7,31.0
132,19.0,0.0,1016.1,41.0
133,18.1,0.0,1015.6,43.0
134,19.0,0.0,1015.5,39.0
135,19.3,0.0,1015.4,34.0
136,18.3,0.0,1015.6,38.0
137,17.3,0.0,1016.1,41.0
138,16.6,0.0,1016.6,52.0
139,16.2,0.0,1017.6,60.0
140,16.1,0.0,1018.0,63.0
141,16.0,0.0,1018.8,67.0
142,15.6,0.0,1018.6,72.0
143,15.8,0.0,1018.8,69.0
144,15.7,0.0,1018.5,69.0
145,15.4,0.0,1017.9,72.0
146,15.0,0.0,1017.5,74.0
147,14.0,0.0,1017.1,81.0
148,14.3,0.0,1016.4,83.0
149,14.5,0.0,1016.5,82.0
150,13.8,0.0,1016.6,78.0
151,12.2,1.5,1015.9,98.0
152,12.1,2.5,1015.3,99.0
153,12.0,4.5,1014.9,100.0
154,12.1,7.0,1013.5,100.0
155,12.3,6.0,1012.0,100.0
156,12.3,4.0,1009.3,100.0
157,12.4,3.0,1006.5,100.0
158,12.7,3.5,1004.1,100.0
159,13.3,1.0,1002.1,100.0
160,14.0,0.0,1000.6,99.0
161,15.3,0.0,998.4,97.0
162,17.0,0.0,997.1,97.0
163,19.0,0.0,996.1,96.0
164,14.2,0.0,997.7,94.0
165,13.5,0.0,998.3,95.0
166,13.3,0.0,998.6,95.0
167,13.3,0.0,998.4,92.0
168,13.0,0.0,998.4,92.0
169,12.1,0.0,999.1,96.0
170,11.8,0.0,999.4,99.0
171,12.5,0.0,1000.2,97.0
172,12.6,0.0,1001.3,92.0
173,12.4,0.0,1002.3,92.0
174,12.7,0.0,1003.4,86.0
175,15.3,0.0,1004.3,65.0
176,17.0,0.0,1005.0,54.0
177,18.3,0.0,1006.1,50.0
178,19.0,0.0,1006.6,45.0
179,21.4,0.0,1006.2,43.0
180,21.1,0.0,1005.9,45.0
181,21.3,0.0,1005.9,42.0
182,20.3,0.0,1005.9,49.0
183,17.8,0.0,1006.3,55.0
184,16.5,0.0,1006.7,58.0
185,16.2,0.0,1007.3,62.0
186,15.8,0.0,1007.7,65.0
187,15.6,0.0,1008.6,68.0
188,15.7,0.0,1009.5,64.0
189,15.6,0.0,1009.7,63.0
190,15.7,0.0,1010.2,61.0
191,15.3,0.0,1010.4,66.0
192,14.6,0.0,1010.7,70.0
193,13.6,0.0,1011.0,74.0
194,14.1,0.0,1011.5,70.0
195,13.4,0.0,1011.6,72.0
196,12.8,0.0,1012.2,76.0
197,11.3,0.0,1012.4,84.0
198,11.5,0.0,1012.6,87.0
199,14.5,0.0,1012.8,73.0
200,16.2,0.0,1013.1,67.0
201,18.5,0.0,1013.0,61.0
202,19.7,0.0,1012.9,48.0
203,20.8,0.0,1012.6,45.0
204,21.9,0.0,1011.5,44.0
205,22.8,0.0,1010.9,45.0
206,20.9,0.0,1010.1,49.0
207,20.8,0.0,1009.7,54.0
208,20.2,0.0,1009.7,56.0
209,19.1,0.0,1009.5,64.0
210,18.4,0.0,1009.2,68.0
211,17.9,0.0,1009.1,58.0
212,17.2,0.0,1009.6,57.0
213,17.2,0.0,1009.6,60.0
214,16.6,0.0,1009.3,58.0
215,16.2,0.0,1009.1,60.0
216,15.9,0.0,1009.1,64.0
217,15.2,0.0,1008.8,72.0
218,14.7,0.0,1008.8,76.0
219,13.7,0.0,1008.7,83.0
220,12.8,0.0,1008.4,91.0
221,12.4,0.0,1008.7,94.0
222,13.0,0.0,1009.0,91.0
223,14.9,0.0,1008.8,82.0
224,17.6,0.0,1009.1,70.0
225,18.7,0.0,1008.7,60.0
226,20.1,0.0,1008.1,54.0
227,22.1,0.0,1007.3,45.0
228,22.4,0.0,1005.8,35.0
229,22.5,0.0,1005.1,33.0
230,22.4,0.0,1004.6,27.0
231,22.5,0.0,1004.1,37.0
232,21.2,0.0,1004.1,40.0
233,20.1,0.0,1003.6,50.0
234,19.2,0.0,1003.5,53.0
235,18.4,0.0,1004.0,49.0
236,16.8,0.0,1004.9,56.0
237,14.7,0.0,1005.4,75.0
238,12.6,0.0,1005.2,79.0
239,12.5,0.0,1004.9,80.0
240,12.5,0.0,1005.0,79.0
241,11.6,0.0,1004.4,80.0
242,11.5,0.0,1003.8,81.0
243,11.4,0.0,1003.8,80.0
244,11.4,0.0,1004.0,80.0
245,11.1,0.0,1003.7,80.0
246,10.9,0.0,1004.4,82.0
247,11.0,0.0,1005.5,80.0
248,11.3,0.0,1006.5,77.0
249,12.0,0.0,1007.2,75.0
250,13.8,0.0,1007.5,58.0
251,14.1,0.0,1007.0,41.0
252,15.5,0.0,1007.2,27.0
253,16.8,0.0,1007.2,27.0
254,16.2,0.0,1007.9,23.0
255,15.4,0.0,1008.2,24.0
256,13.8,0.0,1009.5,25.0
257,11.7,0.0,1011.2,24.0
258,10.2,0.0,1012.6,23.0
259,9.5,0.0,1013.7,25.0
260,8.5,0.0,1014.9,32.0
261,8.2,0.0,1016.0,34.0
262,8.0,0.0,1016.9,35.0
263,7.6,0.0,1017.5,35.0
264,7.7,0.0,1017.9,35.0
265,7.5,0.0,1018.9,37.0
266,7.2,0.0,1019.3,41.0
267,6.5,0.0,1019.1,45.0
268,6.0,0.0,1018.4,47.0
269,5.6,0.0,1019.8,51.0
270,5.5,0.0,1020.7,52.0
271,6.4,0.0,1021.5,46.0
272,8.4,0.0,1022.2,39.0
273,9.8,0.0,1022.4,35.0
274,10.4,0.0,1022.4,25.0
275,11.5,0.0,1021.5,24.0
276,12.1,0.0,1021.1,18.0
277,12.6,0.0,1019.9,24.0
278,14.1,0.0,1019.0,30.0
279,13.5,0.0,1018.8,33.0
280,13.2,0.0,1018.8,38.0
281,13.2,0.0,1018.9,41.0
282,12.1,0.0,1019.2,50.0
283,12.3,0.0,1018.9,55.0
284,12.4,0.0,1019.3,59.0
285,12.7,0.0,1019.3,61.0
286,12.6,0.0,1019.1,65.0
287,13.0,0.0,1018.7,65.0
288,13.1,0.0,1018.4,66.0
289,13.3,0.0,1018.2,67.0
290,13.2,0.0,1017.9,66.0
291,11.6,0.0,1017.7,60.0
292,11.3,0.0,1017.7,68.0
293,10.8,0.0,1017.3,73.0
294,11.0,0.0,1017.3,83.0
295,11.4,0.0,1017.5,87.0
296,11.6,0.0,1017.1,83.0
297,11.7,0.0,1016.6,82.0
298,12.7,0.0,1016.6,85.0
299,14.2,0.0,1015.6,86.0
300,14.8,0.0,1015.4,84.0
301,17.0,0.0,1013.9,63.0
302,18.0,0.0,1013.0,57.0
303,19.0,0.0,1012.1,58.0
304,18.0,0.0,1011.7,63.0
305,17.1,0.0,1012.0,64.0
306,16.0,0.0,1011.7,77.0
307,16.0,0.0,1011.4,78.0
308,16.2,0.0,1011.1,77.0
309,15.7,0.0,1010.7,83.0
310,15.2,0.5,1009.9,97.0
311,15.0,0.5,1009.0,100.0
312,15.1,0.5,1007.7,100.0
313,14.9,3.5,1006.7,100.0
314,14.8,2.5,1005.3,100.0
315,14.4,4.5,1004.9,100.0
316,13.8,5.0,1004.1,100.0
317,13.8,2.5,1003.9,100.0
318,13.2,1.5,1003.8,100.0
319,13.3,0.0,1003.6,100.0
320,13.9,0.0,1003.3,99.0
321,14.1,0.5,1003.2,100.0
322,14.3,0.0,1003.1,99.0
323,14.5,0.0,1002.5,98.0
324,15.2,0.0,1001.6,96.0
325,15.4,0.0,1000.9,95.0
326,16.3,0.0,1000.1,87.0
327,16.9,0.0,999.7,84.0
328,17.1,0.0,999.7,83.0
329,17.3,0.0,999.8,84.0
330,16.5,0.0,1000.5,91.0
331,15.6,0.0,1001.1,94.0
332,14.9,0.0,1001.6,98.0
333,14.9,0.0,1002.4,94.0
334,14.4,0.0,1002.4,97.0
335,14.7,0.0,1002.5,97.0
336,14.6,0.0,1002.7,98.0
337,14.4,0.0,1002.4,99.0
338,16.5,0.0,1002.7,55.0
339,16.6,0.0,1003.0,48.0
340,15.6,0.0,1003.7,51.0
341,15.1,0.0,1004.7,37.0
342,14.9,0.0,1006.1,35.0
343,16.1,0.0,1007.1,29.0
344,17.9,0.0,1008.2,27.0
345,18.2,0.0,1009.4,27.0
346,19.1,0.0,1010.2,25.0
347,19.0,0.0,1010.2,23.0
348,20.4,0.0,1010.1,26.0
349,19.8,0.0,1010.2,19.0
350,19.9,0.0,1010.6,23.0
351,19.1,0.0,1010.9,20.0
352,18.2,0.0,1011.6,19.0
353,17.0,0.0,1012.7,21.0
354,15.6,0.0,1014.0,24.0
355,14.7,0.0,1015.3,23.0
356,13.8,0.0,1015.5,23.0
357,13.5,0.0,1016.1,21.0
358,12.2,0.0,1017.0,28.0
359,12.4,0.0,1017.7,24.0
360,11.7,0.0,1017.9,25.0
361,11.7,0.0,1017.8,27.0
362,11.8,0.0,1018.2,27.0
363,10.8,0.0,1018.8,27.0
364,11.0,0.0,1019.3,26.0
365,12.1,0.0,1019.9,43.0
366,12.1,0.0,1020.6,43.0
367,12.3,0.0,1021.4,45.0
368,13.4,0.0,1021.5,48.0
369,14.5,0.0,1021.4,48.0
370,15.5,0.0,1021.4,46.0
371,17.6,0.0,1020.6,46.0
372,18.2,0.0,1019.4,48.0
373,19.8,0.0,1018.6,51.0
374,19.8,0.0,1017.9,56.0
375,19.9,0.0,1017.1,52.0
376,19.7,0.0,1016.6,44.0
377,19.0,0.0,1017.0,47.0
378,17.7,0.0,1017.1,52.0
379,17.2,0.0,1017.1,59.0
380,16.9,0.0,1017.9,61.0
381,16.7,0.0,1017.8,51.0
382,17.3,0.0,1017.1,45.0
383,17.4,0.0,1016.9,46.0
384,17.4,0.0,1016.1,50.0
385,17.1,0.0,1015.5,55.0
386,17.5,0.0,1014.7,70.0
387,17.6,0.0,1013.7,69.0
388,17.4,0.0,1013.2,75.0
389,17.7,0.0,1012.3,66.0
390,17.7,0.0,1011.2,68.0
391,17.9,0.0,1010.5,70.0
