,気温(℃),降水量(mm),現地気圧(hPa),相対湿度(％)
2149,19.0,0.0,1001.5,23.0
2150,19.7,0.0,1001.8,20.0
2151,18.8,0.0,1002.2,20.0
2152,18.8,0.0,1002.8,18.0
2153,17.8,0.0,1003.7,20.0
2154,16.6,0.0,1004.6,23.0
2155,15.8,0.0,1005.9,26.0
2156,14.5,0.0,1006.8,31.0
2157,13.8,0.0,1007.0,34.0
2158,13.5,0.0,1007.9,32.0
2159,13.2,0.0,1008.1,31.0
2160,12.8,0.0,1008.4,33.0
